;index;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination;Result;prediction_confidence;prediction;Churn_Risk;customer_priority
1100;5419;5419;67;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,285;No;106,816666;-6,2;6945,9;Combination 6;TN;0,925264672;0;Least Concern;Low
1101;5422;5422;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,39;No;106,816666;-6,2;5479,5;Combination 6;FP;0,555517074;1;Threatening;Moderate
1102;5425;5425;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,87;No;106,816666;-6,2;6574,1;Combination 6;FP;0,597846853;1;Threatening;High
1103;5437;5437;41;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,675;No;106,816666;-6,2;7381,4;Combination 6;TN;0,797174531;0;Low;Low
1104;5438;5438;67;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,045;No;106,816666;-6,2;5777,2;Combination 6;TN;0,9364126;0;Least Concern;Low
1105;5444;5444;69;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,26;No;107,60981;-6,914744;7101,9;Combination 6;TN;0,941469961;0;Least Concern;Low
1106;5445;5445;37;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,39;No;107,60981;-6,914744;5441,8;Combination 6;TN;0,796687578;0;Low;Low
1107;5450;5450;69;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,39;No;107,60981;-6,914744;5254,6;Combination 6;TN;0,950330383;0;Least Concern;Low
1108;5459;5459;57;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,975;No;107,60981;-6,914744;6418,1;Combination 6;TN;0,888431576;0;Low;Low
1109;5468;5468;7;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,09;No;107,60981;-6,914744;6193,2;Combination 6;FP;0,532881781;1;Notable;Moderate
1110;5472;5472;50;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,715;No;107,60981;-6,914744;6168,5;Combination 6;TN;0,853947605;0;Low;Low
1111;5477;5477;7;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,87;No;107,60981;-6,914744;3575;Combination 6;FP;0,532881781;1;Notable;Moderate
1112;5478;5478;38;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,585;No;107,60981;-6,914744;7263,1;Combination 6;TN;0,774925525;0;Low;Moderate
1113;5490;5490;58;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;107,60981;-6,914744;8372;Combination 6;TN;0,892731449;0;Low;Low
1114;5492;5492;71;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,005;No;107,60981;-6,914744;8015,8;Combination 6;TN;0,936591533;0;Least Concern;Low
1115;5499;5499;15;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,48;No;107,60981;-6,914744;4153,5;Combination 6;TN;0,555107389;0;Low;Moderate
1116;5500;5500;51;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,415;No;107,60981;-6,914744;7766,2;Combination 6;TN;0,896326948;0;Low;Low
1117;5502;5502;71;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,13;No;107,60981;-6,914744;6555,9;Combination 6;TN;0,946148221;0;Least Concern;Low
1118;5508;5508;30;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,765;No;107,60981;-6,914744;3051,1;Combination 6;TN;0,707503463;0;Low;Low
1119;5515;5515;45;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,11;No;107,60981;-6,914744;7337,2;Combination 6;TN;0,869015118;0;Low;Low
1120;5518;5518;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,57;No;107,60981;-6,914744;5824;Combination 6;FP;0,597846853;1;Threatening;High
1121;5521;5521;10;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,72;No;107,60981;-6,914744;5795,4;Combination 6;TN;0,500168745;0;Low;Moderate
1122;5522;5522;20;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;107,60981;-6,914744;5626,4;Combination 6;TN;0,608731281;0;Low;Moderate
1123;5526;5526;29;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,22;No;107,60981;-6,914744;2944,5;Combination 6;TN;0,698288054;0;Low;Low
1124;5527;5527;13;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,52;No;106,816666;-6,2;3231,8;Combination 6;FP;0,51011031;1;Notable;Moderate
1125;5534;5534;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,805;No;106,816666;-6,2;5339,1;Combination 6;FP;0,544595422;1;Threatening;Moderate
1126;5536;5536;18;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,415;No;106,816666;-6,2;3101,8;Combination 6;TN;0,587519588;0;Low;Low
1127;5537;5537;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,565;No;106,816666;-6,2;8234,2;Combination 6;TN;0,954334787;0;Least Concern;Low
1128;5541;5541;24;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;27,04;No;106,816666;-6,2;6050,2;Combination 6;TN;0,724228267;0;Low;Moderate
1129;5542;5542;56;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,785;No;106,816666;-6,2;7250,1;Combination 6;TN;0,883981741;0;Low;Low
1130;5543;5543;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,28;No;106,816666;-6,2;3416,4;Combination 6;TN;0,669020386;0;Low;Low
1131;5547;5547;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,785;No;106,816666;-6,2;6195,8;Combination 6;TN;0,946148221;0;Least Concern;Low
1132;5548;5548;26;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,96;No;106,816666;-6,2;4752,8;Combination 6;TN;0,669686337;0;Low;Low
1133;5555;5555;16;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;106,816666;-6,2;6880,9;Combination 6;TN;0,565977855;0;Low;Moderate
1134;5559;5559;25;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,78;No;106,816666;-6,2;2996,5;Combination 6;TN;0,659852284;0;Low;Low
1135;5560;5560;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,545;No;106,816666;-6,2;5128,5;Combination 6;TN;0,542690784;0;Low;Moderate
1136;5564;5564;12;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,13;No;106,816666;-6,2;6732,7;Combination 6;TN;0,522219469;0;Low;Moderate
1137;5569;5569;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,61;No;106,816666;-6,2;7086,3;Combination 6;TN;0,956219898;0;Least Concern;Low
1138;5571;5571;41;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;106,816666;-6,2;4579,9;Combination 6;TN;0,797174531;0;Low;Low
1139;5574;5574;72;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;33,02;No;106,816666;-6,2;7814,3;Combination 6;TN;0,939162412;0;Least Concern;Low
1140;5576;5576;23;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26;No;106,816666;-6,2;2821;Combination 6;TN;0,715327773;0;Low;Low
1141;5581;5581;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,22;No;106,816666;-6,2;3564,6;Combination 6;FP;0,597846853;1;Threatening;Moderate
1142;5584;5584;10;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,09;No;106,816666;-6,2;5447;Combination 6;TN;0,500168745;0;Low;Moderate
1143;5586;5586;20;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,845;No;106,816666;-6,2;5391,1;Combination 6;TN;0,608731281;0;Low;Moderate
1144;5587;5587;19;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,74;No;106,816666;-6,2;5803,2;Combination 6;TN;0,598171375;0;Low;Moderate
1145;5597;5597;53;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,63;No;106,816666;-6,2;6883,5;Combination 6;TN;0,904246472;0;Low;Low
1146;5603;5603;33;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,37;No;106,816666;-6,2;7482,8;Combination 6;TN;0,76659721;0;Low;Moderate
1147;5606;5606;71;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;27,17;No;106,816666;-6,2;5239;Combination 6;TN;0,946148221;0;Least Concern;Low
1148;5610;5610;49;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,285;No;106,816666;-6,2;5421;Combination 6;TN;0,88783367;0;Low;Low
1149;5612;5612;7;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,805;No;106,816666;-6,2;5164,9;Combination 6;FP;0,532881781;1;Notable;Moderate
1150;5617;5617;21;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,74;No;106,816666;-6,2;4215,9;Combination 6;TN;0,619190345;0;Low;Low
1151;5619;5619;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,975;No;106,816666;-6,2;2935,4;Combination 6;TN;0,669020386;0;Low;Low
1152;5621;5621;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,455;No;106,816666;-6,2;7489,3;Combination 6;FP;0,587192399;1;Threatening;High
1153;5622;5622;57;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,675;No;106,816666;-6,2;5505,5;Combination 6;TN;0,904506689;0;Low;Low
1154;5624;5624;7;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,585;No;106,816666;-6,2;5829,2;Combination 6;FP;0,532881781;1;Notable;Moderate
1155;5633;5633;18;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,13;No;106,816666;-6,2;5627,7;Combination 6;TN;0,587519588;0;Low;Moderate
1156;5647;5647;25;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,13;No;107,60981;-6,914744;6897,8;Combination 6;TN;0,659852284;0;Low;Moderate
1157;5652;5652;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,675;No;107,60981;-6,914744;4765,8;Combination 6;FP;0,63876677;1;Threatening;Moderate
1158;5656;5656;50;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,435;No;107,60981;-6,914744;7824,7;Combination 6;TN;0,853947605;0;Low;Low
1159;5658;5658;5;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,025;No;107,60981;-6,914744;3972,8;Combination 6;FP;0,554773974;1;Threatening;Moderate
1160;5662;5662;66;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;33,41;No;107,60981;-6,914744;7172,1;Combination 6;TN;0,943695233;0;Least Concern;Low
1161;5666;5666;62;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;24,96;No;107,60981;-6,914744;6418,1;Combination 6;TN;0,933547294;0;Least Concern;Low
1162;5667;5667;2;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,13;No;107,60981;-6,914744;5405,4;Combination 6;FP;0,544595422;1;Threatening;Moderate
1163;5668;5668;2;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,455;No;107,60981;-6,914744;4869,8;Combination 6;FP;0,501335754;1;Notable;Moderate
1164;5669;5669;55;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;33,345;No;107,60981;-6,914744;5805,8;Combination 6;TN;0,911620679;0;Low;Low
1165;5674;5674;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,175;No;107,60981;-6,914744;7017,4;Combination 6;TN;0,948352993;0;Least Concern;Low
1166;5678;5678;8;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,285;No;107,60981;-6,914744;5354,7;Combination 6;TN;0,521468654;0;Low;Moderate
1167;5684;5684;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,545;No;107,60981;-6,914744;6030,7;Combination 6;FP;0,597846853;1;Threatening;High
1168;5686;5686;54;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;107,60981;-6,914744;7922,2;Combination 6;TN;0,874618572;0;Low;Low
1169;5688;5688;20;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,455;No;107,60981;-6,914744;5707;Combination 6;TN;0,608731281;0;Low;Moderate
1170;5693;5693;12;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,435;No;107,60981;-6,914744;5775,9;Combination 6;TN;0,607296992;0;Low;Moderate
1171;5701;5701;60;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;107,60981;-6,914744;6910,8;Combination 6;TN;0,900895263;0;Low;Low
1172;5702;5702;72;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;34,385;No;107,60981;-6,914744;7194,2;Combination 6;TN;0,956219898;0;Least Concern;Low
1173;5708;5708;9;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,87;No;107,60981;-6,914744;4735,9;Combination 6;FP;0,554030628;1;Threatening;Moderate
1174;5718;5718;10;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,85;No;107,60981;-6,914744;7272,2;Combination 6;TN;0,500168745;0;Low;High
1175;5719;5719;0;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;107,60981;-6,914744;6357;Combination 6;FP;0,608409703;1;Threatening;High
1176;5720;5720;1;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,78;No;107,60981;-6,914744;6981;Combination 6;FP;0,597846853;1;Threatening;High
1177;5724;5724;61;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;33,085;No;107,60981;-6,914744;7819,5;Combination 6;TN;0,918703199;0;Low;Low
1178;5727;5727;12;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;27,495;No;107,60981;-6,914744;6771,7;Combination 6;FP;0,521131776;1;Notable;High
1179;5731;5731;2;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,39;No;107,60981;-6,914744;6646,9;Combination 6;FP;0,587192399;1;Threatening;High
1180;5742;5742;70;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,195;No;107,60981;-6,914744;6784,7;Combination 6;TN;0,952372549;0;Least Concern;Low
1181;5743;5743;12;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,065;No;107,60981;-6,914744;7088,9;Combination 6;FP;0,521131776;1;Notable;High
1182;5758;5758;9;Bandung;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,805;No;107,60981;-6,914744;7281,3;Combination 6;TN;0,575315519;0;Low;Moderate
1183;5762;5762;69;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,195;No;106,816666;-6,2;5920,2;Combination 6;TN;0,941469961;0;Least Concern;Low
1184;5766;5766;70;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,695;No;106,816666;-6,2;6648,2;Combination 6;TN;0,952372549;0;Least Concern;Low
1185;5771;5771;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,715;No;106,816666;-6,2;6241,3;Combination 6;FP;0,512365919;1;Notable;Moderate
1186;5780;5780;54;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,455;No;106,816666;-6,2;7339,8;Combination 6;TN;0,89244296;0;Low;Low
1187;5788;5788;61;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,325;No;106,816666;-6,2;7766,2;Combination 6;TN;0,930756627;0;Least Concern;Low
1188;5800;5800;5;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,715;No;106,816666;-6,2;4717,7;Combination 6;FP;0,597123197;1;Threatening;Moderate
1189;5801;5801;30;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,61;No;106,816666;-6,2;6558,5;Combination 6;TN;0,707503463;0;Low;Moderate
1190;5806;5806;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,83;No;106,816666;-6,2;2718,3;Combination 6;FP;0,597846853;1;Threatening;Moderate
1191;5823;5823;60;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;106,816666;-6,2;7762,3;Combination 6;TN;0,900895263;0;Low;Low
1192;5824;5824;18;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,025;No;106,816666;-6,2;6199,7;Combination 6;TN;0,587519588;0;Low;Moderate
1193;5825;5825;4;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,52;No;106,816666;-6,2;7282,6;Combination 6;FP;0,565646212;1;Threatening;High
1194;5826;5826;65;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,175;No;106,816666;-6,2;8141,9;Combination 6;TN;0,941303931;0;Least Concern;Low
1195;5827;5827;70;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;32,955;No;106,816666;-6,2;7876,7;Combination 6;TN;0,933919659;0;Least Concern;Low
1196;5828;5828;62;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26;No;106,816666;-6,2;5722,6;Combination 6;TN;0,921938906;0;Least Concern;Low
1197;5831;5831;34;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,455;No;106,816666;-6,2;3723,2;Combination 6;TN;0,742654739;0;Low;Low
1198;5835;5835;18;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;30,875;No;106,816666;-6,2;3998,8;Combination 6;TN;0,587519588;0;Low;Moderate
1199;5847;5847;35;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,13;No;106,816666;-6,2;4843,8;Combination 6;TN;0,810147866;0;Low;Low
1200;5848;5848;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,675;No;106,816666;-6,2;5283,2;Combination 6;FP;0,587192399;1;Threatening;Moderate
1201;5849;5849;50;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,675;No;106,816666;-6,2;6414,2;Combination 6;TN;0,874288229;0;Low;Low
1202;5851;5851;31;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,585;No;106,816666;-6,2;3377,4;Combination 6;TN;0,716551654;0;Low;Low
1203;5852;5852;9;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,455;No;106,816666;-6,2;6957,6;Combination 6;FP;0,51086223;1;Notable;High
1204;5858;5858;51;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,435;No;106,816666;-6,2;7095,4;Combination 6;TN;0,879058989;0;Low;Low
1205;5868;5868;38;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;106,816666;-6,2;2983,5;Combination 6;TN;0,774925525;0;Low;Low
1206;5875;5875;37;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;25,74;No;106,816666;-6,2;7783,1;Combination 6;TN;0,734717526;0;Low;Moderate
1207;5881;5881;61;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;32,5;No;106,816666;-6,2;6074,9;Combination 6;TN;0,930756627;0;Least Concern;Low
1208;5891;5891;6;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,61;No;106,816666;-6,2;7003,1;Combination 6;TN;0,542690784;0;Low;Moderate
1209;5894;5894;34;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;26,065;No;106,816666;-6,2;2906,8;Combination 6;TN;0,803267132;0;Low;Low
1210;5897;5897;25;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,975;No;106,816666;-6,2;6709,3;Combination 6;TN;0,659852284;0;Low;Moderate
1211;5899;5899;10;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,935;No;106,816666;-6,2;3957,2;Combination 6;TN;0,543437454;0;Low;Moderate
1212;5914;5914;33;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,195;No;106,816666;-6,2;7486,7;Combination 6;TN;0,734130634;0;Low;Moderate
1213;5919;5919;65;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,89;No;106,816666;-6,2;5892,9;Combination 6;TN;0,930950302;0;Least Concern;Low
1214;5920;5920;43;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,525;No;106,816666;-6,2;5761,6;Combination 6;TN;0,811071758;0;Low;Low
1215;5923;5923;35;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,065;No;106,816666;-6,2;5124,6;Combination 6;TN;0,782016644;0;Low;Low
1216;5925;5925;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,26;No;106,816666;-6,2;5844,8;Combination 6;FP;0,597846853;1;Threatening;High
1217;5927;5927;70;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,695;No;106,816666;-6,2;5562,7;Combination 6;TN;0,943854902;0;Least Concern;Low
1218;5933;5933;18;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,155;No;106,816666;-6,2;2949,7;Combination 6;TN;0,587519588;0;Low;Low
1219;5940;5940;54;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;32,175;No;106,816666;-6,2;8405,8;Combination 6;TN;0,89244296;0;Low;Low
1220;5941;5941;51;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;31,135;No;106,816666;-6,2;7663,5;Combination 6;TN;0,859366122;0;Low;Low
1221;5944;5944;2;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,065;No;106,816666;-6,2;5712,2;Combination 6;FP;0,587192399;1;Threatening;Moderate
1222;5947;5947;31;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;27,17;No;106,816666;-6,2;7255,3;Combination 6;TN;0,781503274;0;Low;Low
1223;5952;5952;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;25,935;No;106,816666;-6,2;2902,9;Combination 6;TN;0,629539975;0;Low;Low
1224;5957;5957;70;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;31,525;No;106,816666;-6,2;5353,4;Combination 6;TN;0,943854902;0;Least Concern;Low
1225;5958;5958;21;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,65;No;106,816666;-6,2;7495,8;Combination 6;TN;0,659176597;0;Low;Moderate
1226;5959;5959;20;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;25,48;No;106,816666;-6,2;7681,7;Combination 6;TN;0,687618765;0;Low;Moderate
1227;5960;5960;22;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;26,325;No;106,816666;-6,2;4340,7;Combination 6;TN;0,669020386;0;Low;Low
1228;5961;5961;63;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,78;No;106,816666;-6,2;8409,7;Combination 6;TN;0,912104341;0;Low;Low
1229;5962;5962;70;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,74;No;106,816666;-6,2;6719,7;Combination 6;TN;0,943854902;0;Least Concern;Low
1230;5967;5967;1;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,845;No;106,816666;-6,2;3547,7;Combination 6;FP;0,63876677;1;Threatening;Moderate
1231;5969;5969;4;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26,195;No;106,816666;-6,2;7195,5;Combination 6;FP;0,565646212;1;Threatening;High
1232;5977;5977;41;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;26,585;No;106,816666;-6,2;3690,7;Combination 6;TN;0,76767226;0;Low;Low
1233;5979;5979;51;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Pulsa;24,83;No;106,816666;-6,2;5356;Combination 6;TN;0,837061022;0;Low;Low
1234;5980;5980;42;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;26;No;106,816666;-6,2;4436,9;Combination 6;TN;0,804216417;0;Low;Low
1235;5981;5981;48;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Debit;25,935;No;106,816666;-6,2;5530,2;Combination 6;TN;0,864262877;0;Low;Low
1236;5982;5982;48;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Credit;31,2;No;106,816666;-6,2;5132,4;Combination 6;TN;0,883363119;0;Low;Low
1237;5983;5983;27;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,895;No;106,816666;-6,2;7287,8;Combination 6;TN;0,679374226;0;Low;Moderate
1238;5985;5985;25;Jakarta;Low End;No internet service;No internet service;No internet service;No;No internet service;No internet service;Digital Wallet;24,895;No;106,816666;-6,2;4977,7;Combination 6;TN;0,659852284;0;Low;Moderate
