;Customer ID;Tenure Months;Location;Device Class;Games Product;Music Product;Education Product;Call Center;Video Product;Use MyApp;Payment Method;Monthly Purchase (Thou. IDR);Churn Label;Longitude;Latitude;CLTV (Predicted Thou. IDR);Combination
4754;4754;2;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;90,935;No;106,816666;-6,2;6513;Combination 2
4755;4755;71;Jakarta;High End;No;No;Yes;Yes;No;No;Credit;112,32;No;106,816666;-6,2;5289,7;Combination 5
4757;4757;67;Jakarta;High End;No;No;No;No;Yes;Yes;Credit;123,045;No;106,816666;-6,2;5496,4;Combination 9
4760;4760;18;Jakarta;High End;No;No;Yes;No;Yes;Yes;Credit;124,735;No;106,816666;-6,2;6511,7;Combination 3
4762;4762;67;Jakarta;High End;Yes;No;Yes;Yes;Yes;Yes;Pulsa;142,22;No;106,816666;-6,2;5333,9;Combination 15
4775;4775;56;Jakarta;High End;No;No;No;No;Yes;Yes;Debit;115,57;No;106,816666;-6,2;5421;Combination 9
4778;4778;72;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Credit;140,465;No;106,816666;-6,2;7059;Combination 4
4779;4779;17;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;123,24;No;106,816666;-6,2;6280,3;Combination 9
4781;4781;63;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;133,38;No;106,816666;-6,2;5205,2;Combination 3
4786;4786;68;Jakarta;High End;Yes;No;Yes;Yes;Yes;Yes;Credit;145,275;No;106,816666;-6,2;6457,1;Combination 15
4787;4787;52;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;138,45;No;106,816666;-6,2;5848,7;Combination 4
4788;4788;72;Jakarta;High End;Yes;Yes;No;Yes;Yes;Yes;Credit;140,01;No;106,816666;-6,2;5656,3;Combination 10
4791;4791;1;Jakarta;High End;No;No;No;No;No;No;Credit;90,935;No;106,816666;-6,2;6672,9;Combination 2
4796;4796;63;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;143,13;No;106,816666;-6,2;8080,8;Combination 13
4797;4797;3;Jakarta;High End;No;No;No;No;Yes;Yes;Digital Wallet;117,91;No;106,816666;-6,2;5138,9;Combination 9
4799;4799;8;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;110,76;No;106,816666;-6,2;3334,5;Combination 2
4803;4803;66;Jakarta;High End;Yes;Yes;Yes;Yes;No;No;Digital Wallet;125,58;No;106,816666;-6,2;5790,2;Combination 17
4806;4806;14;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;120,77;No;106,816666;-6,2;5584,8;Combination 9
4812;4812;39;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;129,675;No;106,816666;-6,2;5018;Combination 3
4813;4813;45;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Debit;142,675;No;106,816666;-6,2;5487,3;Combination 4
4824;4824;52;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Credit;140,53;No;106,816666;-6,2;5526,3;Combination 13
4833;4833;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;148,59;No;106,816666;-6,2;7642,7;Combination 13
4834;4834;63;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;141,96;No;106,816666;-6,2;5554,9;Combination 13
4837;4837;72;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Debit;143,585;No;106,816666;-6,2;7839;Combination 4
4838;4838;68;Jakarta;High End;No;Yes;Yes;No;No;No;Pulsa;110,045;No;106,816666;-6,2;8325,2;Combination 14
4841;4841;52;Jakarta;High End;No;Yes;No;Yes;No;Yes;Debit;121,225;No;106,816666;-6,2;6162;Combination 8
4845;4845;7;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;122,33;No;106,816666;-6,2;6836,7;Combination 9
4852;4852;64;Jakarta;High End;Yes;No;Yes;No;Yes;No;Credit;122,98;No;106,816666;-6,2;6549,4;Combination 15
4854;4854;46;Jakarta;High End;No;No;No;Yes;Yes;Yes;Pulsa;130,325;No;106,816666;-6,2;7088,9;Combination 9
4855;4855;58;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;128,57;No;106,816666;-6,2;6490,9;Combination 7
4856;4856;72;Jakarta;High End;No;Yes;No;No;Yes;Yes;Credit;127,01;No;106,816666;-6,2;7027,8;Combination 7
4867;4867;68;Jakarta;High End;Yes;No;No;Yes;Yes;Yes;Pulsa;129,415;No;106,816666;-6,2;5614,7;Combination 12
4868;4868;55;Jakarta;High End;No;No;No;No;No;No;Pulsa;96,2;No;106,816666;-6,2;6445,4;Combination 2
4870;4870;9;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;103,415;No;106,816666;-6,2;7554,3;Combination 2
4872;4872;70;Jakarta;High End;Yes;Yes;Yes;No;Yes;No;Credit;129,155;No;106,816666;-6,2;5356;Combination 13
4873;4873;14;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;124,54;No;106,816666;-6,2;4512,3;Combination 9
4874;4874;10;Jakarta;High End;Yes;No;No;No;No;No;Credit;101,595;No;106,816666;-6,2;4423,9;Combination 11
4882;4882;29;Jakarta;High End;No;No;No;No;No;No;Credit;98,8;No;106,816666;-6,2;6921,2;Combination 2
4883;4883;1;Jakarta;High End;No;No;No;Yes;No;No;Pulsa;96,2;No;106,816666;-6,2;5392,4;Combination 2
4884;4884;3;Jakarta;High End;Yes;No;No;Yes;No;No;Digital Wallet;106,99;No;106,816666;-6,2;7481,5;Combination 11
4885;4885;20;Jakarta;High End;Yes;No;Yes;No;Yes;No;Debit;116,22;No;106,816666;-6,2;2727,4;Combination 15
4886;4886;64;Jakarta;High End;No;Yes;No;Yes;Yes;Yes;Credit;128,895;No;106,816666;-6,2;5967;Combination 7
4891;4891;72;Jakarta;High End;No;No;Yes;No;No;Yes;Credit;118,04;No;106,816666;-6,2;8044,4;Combination 5
4893;4893;67;Jakarta;High End;Yes;No;No;Yes;Yes;Yes;Credit;138,71;No;106,816666;-6,2;6214;Combination 12
4894;4894;72;Jakarta;High End;Yes;Yes;No;No;No;Yes;Credit;122,785;No;106,816666;-6,2;6856,2;Combination 1
4898;4898;59;Jakarta;High End;Yes;Yes;Yes;No;No;Yes;Debit;129,285;No;106,816666;-6,2;6821,1;Combination 17
4903;4903;63;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Credit;129,61;No;106,816666;-6,2;6675,5;Combination 15
4904;4904;40;Jakarta;High End;No;Yes;No;No;No;No;Credit;97,24;No;106,816666;-6,2;4235,4;Combination 8
4906;4906;26;Jakarta;High End;No;No;No;No;No;Yes;Debit;102,635;No;106,816666;-6,2;5508,1;Combination 2
4908;4908;34;Jakarta;High End;No;No;No;No;No;No;Credit;93,015;No;106,816666;-6,2;4657,9;Combination 2
4909;4909;19;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;123,435;No;106,816666;-6,2;6910,8;Combination 9
4910;4910;43;Jakarta;High End;Yes;Yes;Yes;No;No;No;Credit;111,93;No;106,816666;-6,2;3065,4;Combination 17
4913;4913;34;Jakarta;High End;No;No;Yes;No;Yes;No;Digital Wallet;109,265;No;106,816666;-6,2;4518,8;Combination 3
4915;4915;56;Jakarta;High End;No;Yes;No;No;Yes;Yes;Pulsa;128,18;No;106,816666;-6,2;7281,3;Combination 7
4916;4916;55;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Credit;134,745;No;106,816666;-6,2;6198,4;Combination 4
4920;4920;24;Jakarta;High End;No;Yes;No;No;No;No;Pulsa;104,65;No;106,816666;-6,2;5748,6;Combination 8
4923;4923;21;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Digital Wallet;135,005;No;106,816666;-6,2;5876;Combination 15
4927;4927;7;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;115,7;No;106,816666;-6,2;7424,3;Combination 9
4931;4931;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;152,555;No;106,816666;-6,2;5210,4;Combination 13
4935;4935;59;Jakarta;High End;Yes;Yes;Yes;No;No;No;Pulsa;116,675;No;106,816666;-6,2;6721;Combination 17
4940;4940;72;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Credit;144,17;No;106,816666;-6,2;8377,2;Combination 4
4941;4941;6;Jakarta;High End;No;No;No;Yes;No;Yes;Debit;114,335;No;106,816666;-6,2;3489,2;Combination 2
4945;4945;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;149,695;No;106,816666;-6,2;7017,4;Combination 13
4947;4947;12;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;112,515;No;106,816666;-6,2;2679,3;Combination 2
4952;4952;12;Bandung;High End;No;No;No;No;No;No;Credit;95,29;No;107,60981;-6,914744;6706,7;Combination 2
4953;4953;62;Bandung;High End;No;No;Yes;No;Yes;Yes;Pulsa;131,755;No;107,60981;-6,914744;6563,7;Combination 3
4956;4956;62;Bandung;High End;No;No;Yes;Yes;Yes;Yes;Pulsa;135,265;No;107,60981;-6,914744;7670;Combination 3
4959;4959;63;Bandung;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;141,375;No;107,60981;-6,914744;5956,6;Combination 4
4965;4965;22;Bandung;High End;No;No;No;No;No;Yes;Pulsa;110,175;No;107,60981;-6,914744;5512;Combination 2
4971;4971;5;Bandung;High End;No;Yes;No;No;No;Yes;Pulsa;111,215;No;107,60981;-6,914744;3705;Combination 8
4973;4973;72;Bandung;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;151,84;No;107,60981;-6,914744;8127,6;Combination 13
4978;4978;72;Bandung;High End;No;Yes;Yes;Yes;Yes;Yes;Pulsa;140,66;No;107,60981;-6,914744;6204,9;Combination 4
4980;4980;14;Bandung;High End;No;No;No;No;No;No;Pulsa;97,63;No;107,60981;-6,914744;4902,3;Combination 2
4982;4982;48;Bandung;High End;No;Yes;No;No;No;No;Pulsa;97,695;No;107,60981;-6,914744;4348,5;Combination 8
4985;4985;45;Bandung;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;145,86;No;107,60981;-6,914744;4018,3;Combination 13
4986;4986;3;Bandung;High End;No;No;No;No;No;No;Digital Wallet;91,39;No;107,60981;-6,914744;5557,5;Combination 2
4990;4990;72;Bandung;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;150,475;No;107,60981;-6,914744;8066,5;Combination 13
4994;4994;56;Bandung;High End;Yes;Yes;Yes;Yes;No;No;Pulsa;124,345;No;107,60981;-6,914744;8235,5;Combination 17
5002;5002;68;Bandung;High End;Yes;Yes;Yes;No;Yes;Yes;Pulsa;143,26;No;107,60981;-6,914744;5340,4;Combination 13
5003;5003;69;Bandung;High End;Yes;Yes;No;Yes;Yes;Yes;Credit;138,255;No;107,60981;-6,914744;8209,5;Combination 10
5004;5004;56;Bandung;High End;No;Yes;Yes;Yes;No;No;Pulsa;117,715;No;107,60981;-6,914744;8009,3;Combination 14
5006;5006;63;Bandung;High End;Yes;Yes;Yes;Yes;Yes;No;Credit;135,85;No;107,60981;-6,914744;6380,4;Combination 13
5009;5009;22;Bandung;High End;No;No;Yes;No;Yes;No;Pulsa;115,375;No;107,60981;-6,914744;7260,5;Combination 3
5011;5011;49;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;129,22;No;107,60981;-6,914744;6142,5;Combination 4
5014;5014;72;Bandung;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;150,215;No;107,60981;-6,914744;6598,8;Combination 13
5015;5015;46;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;135,785;No;107,60981;-6,914744;5333,9;Combination 4
5017;5017;35;Bandung;High End;No;Yes;No;Yes;Yes;No;Pulsa;116,61;No;107,60981;-6,914744;3607,5;Combination 7
5023;5023;48;Bandung;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;126,165;No;107,60981;-6,914744;7660,9;Combination 4
5027;5027;52;Bandung;High End;No;No;Yes;No;Yes;Yes;Debit;131,625;No;107,60981;-6,914744;7740,2;Combination 3
5028;5028;4;Bandung;High End;No;No;No;No;No;No;Pulsa;91,26;No;107,60981;-6,914744;5777,2;Combination 2
5029;5029;32;Bandung;High End;No;No;No;No;Yes;Yes;Pulsa;118,235;No;107,60981;-6,914744;7716,8;Combination 9
5031;5031;9;Bandung;High End;Yes;No;No;No;No;Yes;Pulsa;114,465;No;107,60981;-6,914744;3529,5;Combination 11
5033;5033;64;Bandung;High End;Yes;Yes;No;Yes;Yes;Yes;Debit;143,39;No;107,60981;-6,914744;7246,2;Combination 10
5034;5034;12;Bandung;High End;Yes;No;No;No;Yes;No;Credit;110,695;No;107,60981;-6,914744;3187,6;Combination 12
5041;5041;51;Bandung;High End;Yes;No;No;No;Yes;No;Digital Wallet;112,255;No;107,60981;-6,914744;6904,3;Combination 12
5045;5045;40;Bandung;High End;Yes;Yes;No;Yes;Yes;Yes;Credit;143,13;No;107,60981;-6,914744;2967,9;Combination 10
5046;5046;25;Bandung;High End;No;No;No;No;No;No;Pulsa;90,675;No;107,60981;-6,914744;4004;Combination 2
5050;5050;23;Bandung;High End;No;Yes;No;Yes;No;No;Digital Wallet;102,83;No;107,60981;-6,914744;4704,7;Combination 8
5054;5054;65;Bandung;High End;Yes;No;Yes;Yes;Yes;Yes;Credit;143;No;107,60981;-6,914744;8256,3;Combination 15
5056;5056;14;Bandung;High End;No;No;Yes;No;No;No;Debit;104,455;No;107,60981;-6,914744;4258,8;Combination 5
5057;5057;2;Bandung;High End;No;No;No;No;No;No;Pulsa;91,195;No;107,60981;-6,914744;6292;Combination 2
5060;5060;7;Bandung;High End;No;No;No;No;No;No;Digital Wallet;90,87;No;107,60981;-6,914744;5930,6;Combination 2
5064;5064;31;Bandung;High End;Yes;Yes;No;Yes;No;No;Credit;117,715;No;107,60981;-6,914744;7438,6;Combination 1
5065;5065;11;Bandung;High End;Yes;No;No;No;No;No;Pulsa;99,32;No;107,60981;-6,914744;5242,9;Combination 11
5066;5066;18;Bandung;High End;No;No;Yes;No;No;Yes;Pulsa;110,435;No;107,60981;-6,914744;5041,4;Combination 5
5067;5067;72;Bandung;High End;Yes;Yes;No;Yes;Yes;Yes;Debit;143,13;No;107,60981;-6,914744;6801,6;Combination 10
5068;5068;71;Bandung;High End;No;Yes;No;No;Yes;Yes;Credit;129,545;No;107,60981;-6,914744;5513,3;Combination 7
5076;5076;50;Bandung;High End;No;Yes;No;Yes;Yes;Yes;Digital Wallet;130,26;No;107,60981;-6,914744;7044,7;Combination 7
5079;5079;64;Bandung;High End;Yes;Yes;Yes;No;No;No;Pulsa;119,34;No;107,60981;-6,914744;6982,3;Combination 17
5085;5085;23;Bandung;High End;No;Yes;No;No;Yes;Yes;Credit;128,31;No;107,60981;-6,914744;7515,3;Combination 7
5086;5086;31;Bandung;High End;Yes;No;No;No;Yes;No;Pulsa;116,285;No;107,60981;-6,914744;7276,1;Combination 12
5089;5089;56;Bandung;High End;No;No;No;No;Yes;No;Debit;111,28;No;107,60981;-6,914744;8427,9;Combination 9
5092;5092;24;Bandung;High End;Yes;No;No;No;No;No;Pulsa;103,805;No;107,60981;-6,914744;4435,6;Combination 11
5099;5099;66;Bandung;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;148,59;No;107,60981;-6,914744;6893,9;Combination 13
5100;5100;45;Bandung;High End;Yes;Yes;No;No;Yes;Yes;Pulsa;130,39;No;107,60981;-6,914744;6328,4;Combination 10
5101;5101;22;Jakarta;High End;No;No;No;No;Yes;No;Credit;104;No;106,816666;-6,2;3432;Combination 9
5103;5103;68;Jakarta;High End;No;No;Yes;No;Yes;No;Debit;116,935;No;106,816666;-6,2;7373,6;Combination 3
5110;5110;30;Jakarta;High End;Yes;No;No;No;Yes;Yes;Debit;130,52;No;106,816666;-6,2;4911,4;Combination 12
5115;5115;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;No;Debit;135,135;No;106,816666;-6,2;6624,8;Combination 13
5117;5117;66;Jakarta;High End;Yes;Yes;Yes;Yes;No;Yes;Debit;134,03;No;106,816666;-6,2;8037,9;Combination 17
5119;5119;46;Jakarta;High End;Yes;Yes;No;Yes;Yes;Yes;Pulsa;143,26;No;106,816666;-6,2;5410,6;Combination 10
5121;5121;24;Jakarta;High End;No;Yes;Yes;No;No;Yes;Pulsa;116,415;No;106,816666;-6,2;2609,1;Combination 14
5126;5126;16;Jakarta;High End;No;Yes;No;No;Yes;Yes;Debit;123,045;No;106,816666;-6,2;3965;Combination 7
5134;5134;34;Jakarta;High End;No;Yes;No;No;No;Yes;Digital Wallet;115,505;No;106,816666;-6,2;5218,2;Combination 8
5135;5135;30;Jakarta;High End;No;Yes;No;No;Yes;Yes;Debit;126,1;No;106,816666;-6,2;5363,8;Combination 7
5138;5138;16;Jakarta;High End;No;No;No;Yes;No;No;Credit;103,35;No;106,816666;-6,2;6552;Combination 2
5139;5139;49;Jakarta;High End;No;No;Yes;Yes;Yes;Yes;Credit;130,845;No;106,816666;-6,2;7148,7;Combination 3
5142;5142;18;Jakarta;High End;No;No;No;No;No;No;Pulsa;90,74;No;106,816666;-6,2;3147,3;Combination 2
5144;5144;4;Jakarta;High End;No;No;No;No;No;No;Pulsa;98,345;No;106,816666;-6,2;7014,8;Combination 2
5145;5145;16;Jakarta;High End;Yes;Yes;Yes;No;No;No;Pulsa;117,91;No;106,816666;-6,2;6290,7;Combination 17
5146;5146;17;Jakarta;High End;No;Yes;No;No;No;No;Debit;104,65;No;106,816666;-6,2;4668,3;Combination 8
5148;5148;60;Jakarta;High End;No;No;Yes;No;Yes;Yes;Credit;131,495;No;106,816666;-6,2;6891,3;Combination 3
5154;5154;63;Jakarta;High End;Yes;Yes;Yes;No;Yes;No;Credit;127,4;No;106,816666;-6,2;7785,7;Combination 13
5155;5155;68;Jakarta;High End;Yes;Yes;No;Yes;Yes;Yes;Pulsa;140,01;No;106,816666;-6,2;6519,5;Combination 10
5156;5156;60;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;136,11;No;106,816666;-6,2;8041,8;Combination 4
5157;5157;45;Jakarta;High End;No;No;No;No;Yes;Yes;Debit;122,07;No;106,816666;-6,2;5148;Combination 9
5161;5161;22;Jakarta;High End;Yes;No;No;No;No;No;Debit;97,5;No;106,816666;-6,2;5252;Combination 11
5162;5162;18;Jakarta;High End;No;No;Yes;Yes;No;No;Pulsa;101,66;No;106,816666;-6,2;3680,3;Combination 5
5163;5163;29;Jakarta;High End;No;No;No;Yes;Yes;Yes;Pulsa;122,46;No;106,816666;-6,2;5929,3;Combination 9
5166;5166;50;Jakarta;High End;Yes;Yes;Yes;Yes;No;No;Credit;117,13;No;106,816666;-6,2;8365,5;Combination 17
5168;5168;68;Jakarta;High End;Yes;No;Yes;No;No;No;Credit;104,455;No;106,816666;-6,2;7740,2;Combination 16
5169;5169;26;Jakarta;High End;No;No;Yes;No;Yes;Yes;Debit;127,53;No;106,816666;-6,2;4048,2;Combination 3
5177;5177;1;Jakarta;High End;No;No;No;No;No;No;Pulsa;91,455;No;106,816666;-6,2;3538,6;Combination 2
5179;5179;61;Jakarta;High End;No;No;Yes;No;No;Yes;Digital Wallet;115,96;No;106,816666;-6,2;7196,8;Combination 5
5182;5182;54;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;150,28;No;106,816666;-6,2;5638,1;Combination 13
5186;5186;3;Jakarta;High End;No;Yes;No;No;No;Yes;Pulsa;109,59;No;106,816666;-6,2;7576,4;Combination 8
5188;5188;60;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;127,335;No;106,816666;-6,2;7995;Combination 4
5190;5190;61;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Credit;135,07;No;106,816666;-6,2;5302,7;Combination 4
5200;5200;28;Jakarta;High End;No;No;No;No;No;Yes;Pulsa;104,78;No;106,816666;-6,2;3836,3;Combination 2
5201;5201;15;Jakarta;High End;No;Yes;No;No;Yes;No;Debit;108,16;No;106,816666;-6,2;5324,8;Combination 7
5203;5203;57;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Debit;142,22;No;106,816666;-6,2;7833,8;Combination 4
5206;5206;10;Jakarta;High End;Yes;No;No;No;No;No;Pulsa;97,89;No;106,816666;-6,2;5530,2;Combination 11
5207;5207;32;Jakarta;High End;Yes;Yes;Yes;No;No;Yes;Credit;121,42;No;106,816666;-6,2;4191,2;Combination 17
5208;5208;13;Jakarta;High End;Yes;No;No;No;No;No;Credit;95,875;No;106,816666;-6,2;2691;Combination 11
5209;5209;44;Jakarta;High End;No;Yes;Yes;No;Yes;No;Credit;114,595;No;106,816666;-6,2;5345,6;Combination 4
5212;5212;71;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Debit;136,695;No;106,816666;-6,2;7419,1;Combination 4
5216;5216;32;Jakarta;High End;No;No;Yes;No;No;No;Digital Wallet;103,09;No;106,816666;-6,2;6814,6;Combination 5
5219;5219;62;Jakarta;High End;Yes;Yes;No;No;Yes;Yes;Pulsa;137,15;No;106,816666;-6,2;5552,3;Combination 10
5220;5220;17;Jakarta;High End;No;Yes;Yes;Yes;No;No;Credit;120,51;No;106,816666;-6,2;3051,1;Combination 14
5222;5222;56;Jakarta;High End;No;Yes;No;Yes;Yes;No;Credit;126,035;No;106,816666;-6,2;8429,2;Combination 7
5224;5224;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;150,54;No;106,816666;-6,2;8422,7;Combination 13
5225;5225;20;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;140,66;No;106,816666;-6,2;2732,6;Combination 13
5229;5229;9;Jakarta;High End;No;No;Yes;No;Yes;No;Pulsa;117,455;No;106,816666;-6,2;3890,9;Combination 3
5231;5231;71;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;148,98;No;106,816666;-6,2;5292,3;Combination 13
5233;5233;68;Jakarta;High End;No;Yes;No;Yes;Yes;Yes;Pulsa;130,39;No;106,816666;-6,2;7484,1;Combination 7
5234;5234;34;Jakarta;High End;No;Yes;No;Yes;Yes;Yes;Pulsa;136,955;No;106,816666;-6,2;7153,9;Combination 7
5235;5235;26;Jakarta;High End;No;Yes;Yes;Yes;No;No;Pulsa;110,76;No;106,816666;-6,2;6702,8;Combination 14
5237;5237;20;Jakarta;High End;No;No;No;No;No;No;Debit;90,74;No;106,816666;-6,2;7092,8;Combination 2
5238;5238;60;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;137,995;No;106,816666;-6,2;5349,5;Combination 4
5240;5240;72;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Credit;137,475;No;106,816666;-6,2;7581,6;Combination 4
5243;5243;62;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Pulsa;136,305;No;106,816666;-6,2;6579,3;Combination 15
5245;5245;31;Jakarta;High End;No;Yes;No;No;No;No;Pulsa;105,495;No;106,816666;-6,2;3940,3;Combination 8
5251;5251;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Debit;154,375;No;106,816666;-6,2;7117,5;Combination 13
5252;5252;26;Jakarta;High End;No;No;No;Yes;No;Yes;Credit;111,67;No;106,816666;-6,2;5249,4;Combination 2
5253;5253;33;Jakarta;High End;No;No;Yes;Yes;No;Yes;Credit;123,5;No;106,816666;-6,2;6030,7;Combination 5
5255;5255;57;Jakarta;High End;Yes;No;Yes;Yes;No;Yes;Credit;131,69;No;106,816666;-6,2;5747,3;Combination 16
5260;5260;18;Jakarta;High End;No;No;Yes;No;Yes;No;Credit;116,48;No;106,816666;-6,2;2949,7;Combination 3
5263;5263;56;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Digital Wallet;150,605;No;106,816666;-6,2;6418,1;Combination 13
5264;5264;45;Jakarta;High End;No;No;Yes;Yes;Yes;Yes;Debit;134,745;No;106,816666;-6,2;2837,9;Combination 3
5267;5267;65;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Debit;128,83;No;106,816666;-6,2;5946,2;Combination 4
5279;5279;4;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;123,175;No;106,816666;-6,2;3584,1;Combination 3
5280;5280;72;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;150,54;No;106,816666;-6,2;6669;Combination 13
5282;5282;52;Jakarta;High End;No;No;Yes;No;No;Yes;Credit;108,94;No;106,816666;-6,2;8240,7;Combination 5
5283;5283;69;Jakarta;High End;No;Yes;Yes;No;No;Yes;Debit;123,955;No;106,816666;-6,2;7971,6;Combination 14
5284;5284;8;Jakarta;High End;No;No;Yes;No;No;No;Debit;96,265;No;106,816666;-6,2;6368,7;Combination 5
5285;5285;63;Jakarta;High End;No;No;Yes;No;No;Yes;Debit;116,48;No;106,816666;-6,2;5769,4;Combination 5
5286;5286;60;Jakarta;High End;Yes;Yes;Yes;Yes;Yes;Yes;Credit;151,58;No;106,816666;-6,2;7384;Combination 13
5295;5295;26;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;121,68;No;106,816666;-6,2;5239;Combination 9
5299;5299;1;Jakarta;High End;No;No;No;No;No;No;Digital Wallet;91,91;No;106,816666;-6,2;5272,8;Combination 2
5301;5301;2;Jakarta;High End;No;No;No;No;No;No;Pulsa;91,39;No;106,816666;-6,2;3874;Combination 2
5302;5302;72;Jakarta;High End;Yes;Yes;No;Yes;Yes;Yes;Credit;141,635;No;106,816666;-6,2;7485,4;Combination 10
5307;5307;22;Jakarta;High End;No;No;No;No;No;No;Debit;98,54;No;106,816666;-6,2;5822,7;Combination 2
5310;5310;65;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Credit;135,59;No;106,816666;-6,2;6496,1;Combination 15
5324;5324;24;Jakarta;High End;No;No;No;No;Yes;Yes;Pulsa;122,33;No;106,816666;-6,2;4149,6;Combination 9
5325;5325;46;Jakarta;High End;No;Yes;Yes;Yes;Yes;Yes;Credit;141,57;No;106,816666;-6,2;6654,7;Combination 4
5326;5326;72;Jakarta;High End;Yes;Yes;Yes;Yes;No;Yes;Debit;139,62;No;106,816666;-6,2;6882,2;Combination 17
5327;5327;70;Jakarta;High End;Yes;No;No;No;No;Yes;Pulsa;118,105;No;106,816666;-6,2;6667,7;Combination 11
5330;5330;16;Jakarta;High End;Yes;No;Yes;No;Yes;Yes;Debit;130,91;No;106,816666;-6,2;4338,1;Combination 15
5334;5334;59;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;124,54;No;106,816666;-6,2;7111;Combination 3
5335;5335;72;Jakarta;High End;No;No;Yes;No;Yes;Yes;Pulsa;123,045;No;106,816666;-6,2;7725,9;Combination 3
5336;5336;49;Jakarta;High End;Yes;Yes;Yes;Yes;No;Yes;Credit;138,645;No;106,816666;-6,2;7732,4;Combination 17
5338;5338;21;Jakarta;High End;No;Yes;Yes;No;Yes;Yes;Pulsa;135,655;No;106,816666;-6,2;6414,2;Combination 4
5341;5341;6;Jakarta;High End;Yes;Yes;No;No;No;No;Pulsa;102,635;No;106,816666;-6,2;5320,9;Combination 1
5342;5342;49;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Credit;141,96;No;106,816666;-6,2;7806,5;Combination 13
5344;5344;56;Jakarta;High End;Yes;Yes;No;No;No;Yes;Pulsa;125,905;No;106,816666;-6,2;7382,7;Combination 1
5347;5347;50;Jakarta;High End;Yes;Yes;Yes;No;Yes;Yes;Pulsa;140,725;No;106,816666;-6,2;6463,6;Combination 13
5348;5348;58;Jakarta;High End;No;No;Yes;Yes;Yes;Yes;Debit;136,565;No;106,816666;-6,2;7631;Combination 3
